Time,sensPitch,sensRoll,sensYaw,xGyro,yGyro,ZGyro,xAcc,yAcc,zAcc,latitude,longitude,altitude
6970,-84.81,-178.88,0.38,-0.12,0.06,-0.38,0.22,0.11,-0.11,0.00,0.00,0.57
6980,-84.81,-178.88,0.38,-0.06,0.12,-0.31,0.20,0.10,-0.11,0.00,0.00,0.54
7016,-84.81,-178.88,0.38,-0.50,0.38,-0.31,0.19,0.08,-0.11,0.00,0.00,0.56
7028,-84.81,-178.88,0.31,-0.62,0.38,-0.31,0.21,0.07,-0.12,0.00,0.00,0.55
7038,-84.81,-178.88,0.31,-0.62,0.81,-0.44,0.22,0.10,-0.13,0.00,0.00,0.48
7049,-84.81,-178.88,0.31,-0.88,0.81,-0.31,0.21,0.07,-0.11,0.00,0.00,0.54
7059,-84.81,-178.88,0.31,-0.94,0.88,-0.50,0.21,0.06,-0.09,0.00,0.00,0.51
7069,-84.81,-178.88,0.31,-1.00,1.00,-0.44,0.21,0.06,-0.07,0.00,0.00,0.52
7079,-84.75,-178.88,0.31,-1.06,0.94,-0.44,0.20,0.06,-0.12,0.00,0.00,0.50
7089,-84.75,-178.88,0.31,-1.25,1.19,-0.50,0.22,0.03,-0.12,0.00,0.00,0.52
7100,-84.75,-178.88,0.25,-1.31,1.50,-0.50,0.20,0.04,-0.13,0.00,0.00,0.50
7110,-84.75,-178.88,0.25,-1.44,1.56,-0.56,0.21,0.03,-0.11,0.00,0.00,0.61
7121,-84.75,-178.88,0.25,-1.75,1.69,-0.56,0.18,0.03,-0.09,0.00,0.00,0.49
7131,-84.69,-178.88,0.19,-1.75,1.69,-0.56,0.18,0.02,-0.10,0.00,0.00,0.58
7141,-84.69,-178.88,0.19,-1.62,1.88,-0.56,0.21,0.03,-0.12,0.00,0.00,0.53
7151,-84.69,-178.88,0.19,-1.75,1.69,-0.56,0.19,0.01,-0.10,0.00,0.00,0.54
7185,-84.62,-178.88,0.12,-1.94,1.94,-0.62,0.17,0.01,-0.09,0.00,0.00,0.56
7196,-84.62,-178.88,0.12,-2.12,2.12,-0.62,0.14,0.00,-0.10,0.00,0.00,0.55
7211,-84.56,-178.88,0.06,-2.31,2.19,-0.69,0.13,0.00,-0.09,0.00,0.00,0.53
7220,-84.56,-178.88,0.06,-2.31,2.31,-0.69,0.15,0.00,-0.10,0.00,0.00,0.52
7232,-84.56,-178.88,0.06,-2.31,2.31,-0.69,0.14,-0.01,-0.11,0.00,0.00,0.58
7242,-84.50,-178.88,0.00,-2.56,2.25,-0.56,0.14,-0.03,-0.09,0.00,0.00,0.59
7253,-84.50,-178.88,-0.06,-2.69,2.44,-0.56,0.15,-0.04,-0.05,0.00,0.00,0.53
7263,-84.44,-178.88,-0.06,-2.81,2.50,-0.75,0.13,-0.03,-0.08,0.00,0.00,0.56
7275,-84.44,-178.88,-0.06,-2.88,2.31,-0.69,0.10,-0.04,-0.08,0.00,0.00,0.57
7285,-84.38,-178.88,-0.12,-2.94,2.31,-0.69,0.11,-0.05,-0.03,0.00,0.00,0.56
7300,-84.38,-178.88,-0.12,-3.12,2.25,-0.69,0.12,-0.04,-0.05,0.00,0.00,0.51
7311,-84.38,-178.88,-0.19,-3.19,2.31,-0.69,0.12,-0.03,-0.05,0.00,0.00,0.60
7323,-84.31,-178.88,-0.19,-3.19,2.31,-0.69,0.10,-0.07,-0.06,0.00,0.00,0.58
7371,-84.25,-178.94,-0.38,-3.88,2.12,-0.69,0.12,-0.05,-0.02,0.00,0.00,0.65
7383,-84.25,-178.94,-0.38,-3.75,2.06,-0.81,0.10,-0.07,-0.05,0.00,0.00,0.64
7392,-84.19,-178.94,-0.44,-3.94,2.00,-0.75,0.11,-0.08,-0.03,0.00,0.00,0.64
7404,-84.19,-178.94,-0.44,-4.06,2.06,-0.69,0.11,-0.08,-0.06,0.00,0.00,0.63
7414,-84.12,-178.94,-0.50,-4.12,1.88,-0.81,0.08,-0.08,-0.03,0.00,0.00,0.63
7424,-84.12,-178.94,-0.56,-4.31,1.75,-0.75,0.12,-0.12,-0.01,0.00,0.00,0.68
7434,-84.12,-178.94,-0.62,-4.19,1.88,-0.81,0.12,-0.09,-0.02,0.00,0.00,0.71
7446,-84.12,-178.94,-0.62,-4.38,1.88,-0.69,0.11,-0.10,0.00,0.00,0.00,0.60
7457,-84.06,-178.94,-0.69,-4.62,1.69,-0.75,0.10,-0.09,-0.02,0.00,0.00,0.67
7469,-84.06,-178.94,-0.75,-4.50,1.62,-0.69,0.11,-0.12,-0.03,0.00,0.00,0.76
7479,-84.06,-178.94,-0.75,-4.56,1.75,-0.81,0.12,-0.11,-0.03,0.00,0.00,0.78
7493,-84.06,-178.94,-0.81,-4.50,1.62,-0.88,0.12,-0.10,0.00,0.00,0.00,0.76
7503,-84.00,-178.94,-0.88,-4.81,1.56,-0.81,0.12,-0.12,0.01,0.00,0.00,0.85
7516,-84.00,-178.94,-0.94,-4.81,1.50,-0.69,0.12,-0.10,0.00,0.00,0.00,0.85
7551,-83.94,-179.00,-1.06,-5.12,1.62,-0.81,0.11,-0.13,-0.03,0.00,0.00,0.97
7565,-83.94,-179.00,-1.12,-5.06,1.69,-0.69,0.11,-0.09,0.00,0.00,0.00,1.17
7575,-83.94,-179.00,-1.25,-5.06,1.50,-0.75,0.11,-0.13,0.00,0.00,0.00,1.20
7588,-83.88,-179.00,-1.25,-5.19,1.50,-0.69,0.10,-0.14,0.01,0.00,0.00,1.23
7601,-83.88,-179.00,-1.31,-5.38,1.69,-0.69,0.11,-0.13,0.02,0.00,0.00,1.36
7615,-83.88,-179.00,-1.38,-5.25,1.56,-0.81,0.11,-0.13,0.01,0.00,0.00,1.51
7626,-83.81,-179.00,-1.50,-5.38,1.50,-0.81,0.08,-0.11,0.01,0.00,0.00,1.64
7638,-83.81,-179.00,-1.56,-5.38,1.44,-0.62,0.10,-0.11,0.02,0.00,0.00,1.70
7653,-83.81,-179.00,-1.56,-5.56,1.56,-0.81,0.08,-0.11,0.02,0.00,0.00,1.81
7666,-83.81,-179.00,-1.62,-5.56,1.25,-0.69,0.10,-0.11,0.02,0.00,0.00,1.84
7680,-83.75,-179.00,-1.75,-5.56,1.25,-0.75,0.08,-0.14,0.01,0.00,0.00,1.84
7693,-83.75,-179.00,-1.81,-5.56,1.50,-0.56,0.09,-0.12,0.04,0.00,0.00,1.83
7709,-83.75,-179.00,-1.88,-5.75,1.31,-0.62,0.14,-0.30,0.00,0.00,0.00,1.91
7721,-83.75,-179.00,-1.94,-5.69,1.25,-0.62,0.28,-0.21,0.00,0.00,0.00,1.96
7754,-83.69,-179.00,-2.12,-4.44,3.50,-0.19,0.81,-0.50,-0.10,0.00,0.00,2.20
7764,-83.62,-179.00,-2.19,-3.88,4.56,0.06,0.70,-0.49,-0.09,0.00,0.00,2.23
7773,-83.62,-179.00,-2.19,-3.88,4.56,0.06,0.65,-0.57,-0.11,0.00,0.00,2.28
7782,-83.56,-179.00,-2.25,-3.44,5.38,0.06,0.65,-0.57,-0.11,0.00,0.00,2.27
7793,-83.50,-179.00,-2.25,-2.81,6.06,-0.12,0.15,-0.59,-0.11,0.00,0.00,2.28
7803,-83.44,-179.00,-2.31,-2.00,6.44,-0.31,0.01,-0.54,-0.11,0.00,0.00,2.27
7814,-83.38,-179.00,-2.31,-1.56,6.56,-0.31,-0.16,-0.45,-0.08,0.00,0.00,2.30
7824,-83.31,-179.00,-2.31,-0.81,6.50,-0.56,-0.16,-0.45,-0.08,0.00,0.00,2.24
7833,-83.25,-179.00,-2.31,-0.38,5.88,-0.75,-0.29,-0.34,-0.03,0.00,0.00,2.25
7845,-83.19,-179.00,-2.31,0.12,5.25,-0.69,-0.32,-0.28,-0.02,0.00,0.00,2.23
7855,-83.12,-179.00,-2.31,0.50,3.75,-0.25,-0.43,-0.21,0.00,0.00,0.00,2.25
7867,-83.12,-171.75,-2.31,0.56,3.12,0.12,-0.46,-0.20,-0.03,0.00,0.00,2.24
7877,-83.06,-171.81,-2.31,0.69,2.12,0.44,-0.42,-0.16,0.03,0.00,0.00,2.21
7913,-83.06,-171.75,-2.31,1.00,-0.44,1.12,-0.24,-0.22,-0.03,0.00,0.00,2.22
7922,-83.06,-171.75,-2.25,1.31,-1.25,1.06,-0.08,-0.28,-0.03,0.00,0.00,2.22
7934,-83.06,-171.69,-2.25,1.50,-1.62,0.94,0.02,-0.27,-0.03,0.00,0.00,2.24
7944,-83.06,-171.62,-2.25,1.81,-1.38,0.81,0.37,-0.26,-0.06,0.00,0.00,2.25
7955,-83.12,-171.62,-2.25,2.00,-1.50,0.56,0.27,-0.27,-0.10,0.00,0.00,2.24
7966,-83.12,-171.62,-2.19,2.75,-0.50,0.38,0.17,-0.20,-0.05,0.00,0.00,2.24
7977,-83.12,-171.62,-2.19,2.75,-0.50,0.38,-0.20,-0.08,-0.01,0.00,0.00,2.25
7986,-83.12,-171.69,-2.12,3.25,-0.75,0.31,-0.87,-0.23,-0.02,0.00,0.00,2.26
7998,-83.12,-171.69,-2.12,3.38,-2.12,0.38,-0.84,-0.42,-0.09,0.00,0.00,2.28
8007,-83.19,-179.00,-2.06,3.75,-3.19,0.56,-0.23,-0.25,-0.01,0.00,0.00,2.28
8021,-83.19,-179.00,-2.06,4.06,-3.88,0.75,-0.42,-0.18,0.01,0.00,0.00,2.27
8031,-83.25,-179.00,-1.94,4.31,-5.06,0.94,-0.08,-0.26,0.01,0.00,0.00,2.28
8043,-83.31,-179.00,-1.94,4.62,-5.69,1.50,0.06,-0.30,-0.02,0.00,0.00,2.26
8055,-83.38,-179.00,-1.88,5.06,-6.00,1.50,-0.39,-0.19,-0.03,0.00,0.00,2.20
8089,-83.62,-178.94,-1.69,5.94,-7.44,1.50,-0.30,-0.02,0.06,0.00,0.00,1.88
8101,-83.69,-178.94,-1.62,6.19,-7.81,1.19,0.76,-0.02,0.02,0.00,0.00,1.55
8114,-83.75,-178.94,-1.56,6.38,-7.19,1.19,0.34,-0.02,0.01,0.00,0.00,1.06
8125,-83.81,-178.94,-1.50,6.69,-6.81,1.00,0.12,0.00,-0.01,0.00,0.00,0.90
8136,-83.88,-178.94,-1.44,6.69,-6.50,0.88,1.16,-0.01,-0.04,0.00,0.00,0.87
8147,-83.94,-178.94,-1.38,7.12,-4.31,0.94,0.48,0.00,-0.08,0.00,0.00,0.78
8157,-84.00,-178.94,-1.31,7.38,-3.50,1.00,0.90,0.00,-0.06,0.00,0.00,0.84
8171,-84.00,-178.94,-1.25,7.56,-2.19,1.00,0.71,0.03,-0.07,0.00,0.00,0.83
8181,-84.06,-178.94,-1.06,7.62,-0.81,1.00,0.63,0.06,-0.06,0.00,0.00,0.99
8193,-84.06,-178.88,-1.00,7.75,-0.25,1.06,0.90,0.16,-0.02,0.00,0.00,1.06
8206,-84.00,-178.88,-0.94,7.75,0.88,1.19,0.75,0.15,-0.07,0.00,0.00,1.25
8219,-84.00,-178.88,-0.88,7.50,1.31,1.06,0.25,0.31,-0.03,0.00,0.00,1.40
8230,-84.00,-178.88,-0.81,7.19,1.06,0.88,0.11,0.37,-0.01,0.00,0.00,1.63
8242,-83.94,-178.88,-0.69,6.69,1.00,0.81,-0.26,0.30,0.00,0.00,0.00,1.66
8278,-83.94,-178.88,-0.50,6.00,-0.31,0.94,-0.25,0.19,-0.01,0.00,0.00,1.58
8290,-83.94,-178.88,-0.44,6.06,-1.00,1.00,0.29,0.06,-0.16,0.00,0.00,1.58
8304,-84.00,-178.88,-0.31,6.06,-0.94,1.00,0.04,0.09,-0.13,0.00,0.00,1.44
8318,-84.00,-178.88,-0.31,6.06,-1.12,1.25,-0.03,0.12,-0.11,0.00,0.00,1.36
8334,-84.00,-178.88,-0.25,6.12,-1.38,1.12,0.06,0.11,-0.12,0.00,0.00,1.48
8347,-84.00,-178.88,-0.12,6.12,-1.25,0.88,0.00,0.11,-0.12,0.00,0.00,1.24
8363,-84.00,-178.81,-0.06,6.12,-1.56,0.88,0.13,0.04,-0.15,0.00,0.00,1.07
8374,-84.06,-178.81,0.06,6.38,-1.56,0.62,0.00,0.14,-0.12,0.00,0.00,1.05
8384,-84.06,-178.81,0.12,6.19,-1.75,0.75,0.19,0.16,-0.14,0.00,0.00,0.93
8394,-84.06,-178.81,0.12,6.19,-1.69,0.81,0.21,0.11,-0.14,0.00,0.00,1.00
8407,-84.06,-178.81,0.19,6.19,-1.88,0.81,0.13,0.04,-0.19,0.00,0.00,0.90
8421,-84.06,-178.81,0.25,6.38,-1.88,1.12,0.30,-0.02,-0.20,0.00,0.00,0.85
8431,-84.06,-178.81,0.38,6.69,-1.44,1.12,0.10,-0.10,-0.22,0.00,0.00,0.87
8468,-84.06,-178.81,0.62,7.94,-1.94,1.00,0.10,-0.15,-0.22,0.00,0.00,0.77
8478,-84.06,-178.81,0.69,8.31,-1.81,0.81,-0.01,-0.11,-0.22,0.00,0.00,0.71
8487,-84.06,-178.81,0.81,8.62,-2.06,0.62,0.02,-0.03,-0.19,0.00,0.00,0.66
8499,-84.12,-178.81,0.88,8.81,-2.06,0.62,-0.17,0.03,-0.15,0.00,0.00,0.59
8513,-84.12,-178.81,1.00,8.94,-2.88,0.62,-0.13,0.02,-0.17,0.00,0.00,0.62
8522,-84.19,-178.81,1.12,8.88,-3.50,0.50,-0.09,0.08,-0.10,0.00,0.00,0.55
8536,-84.19,-178.81,1.25,9.12,-4.06,0.69,-0.02,0.06,-0.14,0.00,0.00,0.52
8550,-84.25,-178.81,1.31,8.94,-4.62,1.25,0.11,0.05,-0.14,0.00,0.00,0.48
8564,-84.25,-178.81,1.44,9.31,-4.50,1.56,0.28,0.00,-0.19,0.00,0.00,0.52
8574,-84.38,-178.81,1.56,9.38,-4.44,1.81,0.42,-0.08,-0.19,0.00,0.00,0.53
8587,-84.38,-178.81,1.69,9.62,-3.94,1.75,0.48,-0.02,-0.16,0.00,0.00,0.51
8599,-84.44,-178.81,1.75,9.81,-3.50,1.69,0.47,0.00,-0.16,0.00,0.00,0.53
8614,-84.44,-178.81,1.88,9.81,-2.81,1.38,0.41,-0.08,-0.20,0.00,0.00,0.52
8623,-84.50,-178.81,2.06,10.44,-1.94,0.75,0.32,-0.04,-0.18,0.00,0.00,0.57
8659,-84.50,-178.81,2.38,10.56,-1.12,0.25,0.14,0.02,-0.16,0.00,0.00,0.52
8671,-84.50,-178.81,2.50,10.69,-1.25,0.44,0.38,-0.09,-0.18,0.00,0.00,0.54
8683,-84.50,-178.81,2.62,10.88,-1.44,0.69,0.38,-0.09,-0.18,0.00,0.00,0.50
8692,-84.50,-178.81,2.81,10.88,-1.12,1.06,0.37,-0.08,-0.17,0.00,0.00,0.59
8703,-84.50,-178.81,2.94,11.12,-0.69,1.12,0.42,-0.15,-0.21,0.00,0.00,0.50
8712,-84.50,-178.88,3.06,11.25,-0.19,1.25,0.22,-0.32,-0.25,0.00,0.00,0.57
8722,-84.50,-178.88,3.06,11.69,0.19,1.12,0.21,-0.37,-0.29,0.00,0.00,0.49
8731,-84.50,-178.88,3.19,11.69,0.19,1.12,0.35,-0.15,-0.25,0.00,0.00,0.49
8743,-84.44,-178.88,3.38,12.50,0.06,1.38,0.35,-0.15,-0.25,0.00,0.00,0.50
8752,-84.44,-178.88,3.62,12.19,0.44,1.31,0.14,-0.06,-0.23,0.00,0.00,0.55
8765,-84.44,-178.88,3.62,12.31,0.38,1.12,0.25,-0.06,-0.21,0.00,0.00,0.59
8775,-84.38,-178.94,3.88,12.31,0.38,1.25,0.12,0.04,-0.17,0.00,0.00,0.50
8787,-84.38,-178.94,4.00,12.12,0.38,1.38,-0.06,-0.04,-0.18,0.00,0.00,0.62
8796,-84.38,-178.94,4.06,12.12,0.31,1.06,0.05,0.05,-0.11,0.00,0.00,0.53
8831,-84.38,-178.88,4.44,11.81,-0.38,1.31,0.03,-0.15,-0.12,0.00,0.00,0.48
8841,-84.38,-178.88,4.56,11.88,-0.62,1.12,0.02,-0.04,-0.09,0.00,0.00,0.44
8855,-84.38,-178.94,4.69,11.81,-1.00,0.94,-0.04,-0.10,-0.11,0.00,0.00,0.55
8864,-84.38,-178.94,4.94,11.88,-1.19,1.19,-0.04,-0.19,-0.13,0.00,0.00,0.54
8876,-84.38,-178.94,5.06,12.06,-1.75,1.12,-0.07,-0.05,-0.07,0.00,0.00,0.51
8886,-84.44,-178.94,5.19,12.12,-1.88,1.00,0.04,-0.16,-0.07,0.00,0.00,0.45
8897,-84.44,-178.94,5.31,12.19,-1.94,1.12,0.14,-0.11,-0.02,0.00,0.00,0.49
8908,-84.44,-178.94,5.44,12.38,-1.88,1.06,0.13,-0.21,-0.09,0.00,0.00,0.51
8920,-84.44,-178.94,5.56,12.50,-2.12,1.19,0.14,-0.11,-0.05,0.00,0.00,0.47
8929,-84.50,-178.94,5.69,12.56,-2.38,1.31,0.14,-0.21,-0.08,0.00,0.00,0.50
8942,-84.50,-178.94,5.81,12.81,-2.38,1.31,0.04,-0.20,-0.08,0.00,0.00,0.51
8953,-84.50,-178.94,5.94,13.00,-2.38,1.25,0.11,-0.11,-0.06,0.00,0.00,0.55
8967,-84.56,-178.94,6.06,13.12,-2.69,1.44,0.10,-0.21,-0.09,0.00,0.00,0.51
8977,-84.56,-179.00,6.31,13.19,-2.69,1.25,0.10,-0.20,-0.08,0.00,0.00,0.44
9015,-84.62,-179.00,6.75,13.56,-2.31,1.25,0.23,-0.13,-0.10,0.00,0.00,0.45
9024,-84.69,-179.00,7.00,13.50,-2.19,1.25,0.16,-0.03,-0.08,0.00,0.00,0.44
9037,-84.69,-179.00,7.00,13.50,-2.06,1.38,0.11,0.00,-0.06,0.00,0.00,0.49
9047,-84.69,-179.00,7.31,13.62,-1.75,1.50,0.20,0.03,-0.05,0.00,0.00,0.48
9057,-84.69,-179.00,7.44,13.38,-1.69,1.44,0.26,0.09,-0.06,0.00,0.00,0.47
9066,-84.69,-179.00,7.56,13.19,-1.50,1.81,0.23,0.02,-0.03,0.00,0.00,0.45
9075,-84.69,-179.00,7.69,13.06,-1.19,1.50,0.28,0.06,-0.05,0.00,0.00,0.45
9087,-84.69,-179.00,7.69,12.81,-1.31,1.81,0.33,0.08,-0.01,0.00,0.00,0.42
9096,-84.75,-179.00,7.88,12.44,-1.00,1.50,0.27,0.13,-0.01,0.00,0.00,0.48
9108,-84.75,-178.94,8.00,12.44,-0.94,1.50,0.23,0.00,-0.05,0.00,0.00,0.49
9118,-84.75,-178.94,8.12,12.31,-0.75,1.38,0.23,0.02,-0.03,0.00,0.00,0.47
9132,-84.75,-178.94,8.25,12.25,-0.56,1.12,0.20,0.00,-0.01,0.00,0.00,0.47
9141,-84.75,-178.94,8.38,12.06,-0.12,1.12,0.21,-0.09,-0.02,0.00,0.00,0.47
9178,-84.75,-178.94,8.69,11.94,0.88,1.25,0.38,-0.10,-0.06,0.00,0.00,0.48
9188,-84.69,-178.94,8.94,11.81,1.12,1.44,0.04,0.25,0.00,0.00,0.00,0.53
9199,-84.69,-178.94,9.06,11.75,1.12,1.19,-0.07,0.27,0.01,0.00,0.00,0.59
9210,-84.69,-178.94,9.19,11.50,0.88,1.44,-0.02,0.27,-0.01,0.00,0.00,0.65
9226,-84.69,-178.94,9.25,10.94,0.62,1.50,-0.08,0.36,0.00,0.00,0.00,0.70
9236,-84.69,-178.94,9.38,10.25,0.50,1.44,-0.06,0.51,0.00,0.00,0.00,0.80
9250,-84.69,-178.94,9.44,8.75,-0.50,1.38,0.02,0.34,-0.04,0.00,0.00,0.77
9261,-84.69,-178.94,9.62,8.00,-0.75,1.44,-0.07,0.37,-0.06,0.00,0.00,0.78
9275,-84.69,-178.88,9.62,7.31,-1.00,1.12,-0.01,0.38,-0.06,0.00,0.00,0.70
9284,-84.69,-178.88,9.69,6.44,-1.44,1.00,0.01,0.29,-0.12,0.00,0.00,0.73
9294,-84.69,-178.88,9.69,5.81,-1.56,0.94,-0.04,0.15,-0.14,0.00,0.00,0.60
9306,-84.69,-178.81,9.75,5.31,-1.56,0.81,0.18,0.15,-0.14,0.00,0.00,0.63
9317,-84.69,-178.81,9.81,4.38,-1.81,0.69,0.21,0.12,-0.18,0.00,0.00,0.56
9327,-84.69,-178.81,9.81,4.25,-1.69,0.69,0.35,0.03,-0.18,0.00,0.00,0.72
9360,-84.69,-178.81,9.94,3.50,-0.44,0.81,0.36,0.04,-0.21,0.00,0.00,0.63
9370,-84.69,-178.81,10.00,3.31,0.06,0.88,0.34,0.07,-0.18,0.00,0.00,0.70
9380,-84.69,-178.81,10.00,3.19,0.38,0.62,0.07,0.04,-0.19,0.00,0.00,0.73
9390,-84.69,-178.81,10.06,3.00,0.25,0.50,0.07,-0.06,-0.23,0.00,0.00,0.78
9400,-84.69,-178.81,10.06,2.94,0.31,0.19,0.19,-0.06,-0.24,0.00,0.00,0.80
9411,-84.69,-178.81,10.12,2.50,0.69,0.06,0.19,-0.05,-0.27,0.00,0.00,0.70
9423,-84.62,-178.81,10.12,2.75,0.50,0.06,0.03,-0.11,-0.25,0.00,0.00,0.86
9433,-84.62,-178.81,10.19,2.81,0.31,-0.06,0.03,-0.18,-0.25,0.00,0.00,0.79
9443,-84.62,-178.81,10.19,2.94,0.06,0.12,-0.09,-0.14,-0.24,0.00,0.00,0.65
9456,-84.62,-178.81,10.25,3.00,-0.06,-0.12,-0.22,-0.11,-0.23,0.00,0.00,0.71
9467,-84.62,-178.81,10.25,3.00,-0.62,0.25,-0.13,-0.25,-0.22,0.00,0.00,0.57
9480,-84.62,-178.81,10.31,3.38,-1.62,0.44,-0.12,-0.20,-0.17,0.00,0.00,0.57
9490,-84.69,-178.88,10.38,3.56,-2.38,0.50,-0.05,-0.18,-0.16,0.00,0.00,0.53
9501,-84.69,-178.88,10.44,3.69,-2.44,0.62,0.02,-0.18,-0.15,0.00,0.00,0.47
9533,-84.75,-178.88,10.56,4.00,-3.00,0.38,0.16,-0.11,-0.12,0.00,0.00,0.44
9545,-84.81,-178.88,10.62,4.25,-2.88,0.19,0.29,-0.12,-0.14,0.00,0.00,0.39
9556,-84.81,-178.88,10.69,4.38,-2.62,0.19,0.43,-0.03,-0.13,0.00,0.00,0.43
9569,-84.81,-178.88,10.75,4.38,-2.12,0.25,0.33,-0.08,-0.09,0.00,0.00,0.38
9579,-84.88,-178.94,10.81,4.69,-1.50,0.31,0.30,0.00,-0.10,0.00,0.00,0.42
9590,-84.88,-178.94,10.81,4.56,-1.25,0.56,0.24,0.03,-0.10,0.00,0.00,0.43
9599,-84.88,-178.94,10.94,4.62,-1.19,0.88,0.19,0.02,-0.09,0.00,0.00,0.33
9610,-84.88,-178.88,10.94,4.50,-1.19,0.75,0.09,0.10,-0.09,0.00,0.00,0.42
9619,-84.88,-178.88,11.00,4.38,-1.12,0.75,0.12,0.16,-0.08,0.00,0.00,0.37
9631,-84.88,-178.88,11.00,4.00,-1.31,0.88,0.01,0.16,-0.06,0.00,0.00,0.44
9641,-84.88,-178.88,11.06,3.69,-1.38,0.69,0.00,0.16,-0.05,0.00,0.00,0.39
9652,-84.94,-178.88,11.06,3.38,-1.69,0.69,0.03,0.23,-0.06,0.00,0.00,0.42
9661,-84.94,-178.88,11.12,3.25,-1.75,0.12,0.03,0.17,-0.09,0.00,0.00,0.39
9670,-84.94,-178.88,11.12,2.88,-2.06,0.19,0.10,0.08,-0.12,0.00,0.00,0.43
9703,-85.00,-178.88,11.25,2.81,-2.19,0.00,0.18,-0.30,-0.27,0.00,0.00,0.35
9713,-85.00,-178.88,11.25,3.19,-1.94,-0.12,0.11,-0.42,-0.28,0.00,0.00,0.33
9726,-85.00,-178.88,11.31,3.50,-1.94,0.12,0.04,-0.44,-0.28,0.00,0.00,0.44
9736,-85.06,-178.88,11.31,3.94,-2.19,0.25,-0.03,-0.45,-0.25,0.00,0.00,0.38
9746,-85.06,-178.88,11.38,4.25,-2.38,0.50,-0.01,-0.53,-0.28,0.00,0.00,0.43
9758,-85.12,-178.88,11.44,5.25,-2.75,0.50,-0.06,-0.45,-0.28,0.00,0.00,0.45
9769,-85.12,-178.88,11.50,5.81,-3.12,0.56,-0.02,-0.44,-0.25,0.00,0.00,0.38
9779,-85.12,-178.94,11.62,6.88,-3.75,1.06,-0.02,-0.45,-0.26,0.00,0.00,0.34
9788,-85.19,-179.00,11.75,6.88,-3.75,1.06,-0.01,-0.41,-0.23,0.00,0.00,0.42
9797,-85.19,-179.00,11.88,7.56,-4.00,1.19,-0.01,-0.41,-0.23,0.00,0.00,0.35
9808,-85.19,-179.06,11.94,8.31,-4.19,1.12,0.00,-0.29,-0.22,0.00,0.00,0.34
9818,-85.25,-179.06,12.06,8.44,-4.44,1.25,0.29,0.00,-0.13,0.00,0.00,0.42
9829,-85.25,-179.06,12.12,9.00,-4.44,1.25,0.46,0.05,-0.08,0.00,0.00,0.29
