Time,sensPitch,sensRoll,sensYaw,xGyro,yGyro,ZGyro,xAcc,yAcc,zAcc,latitude,longitude,altitude
7236,-86.12,-179.06,0.75,3.44,-2.50,0.50,-0.25,0.02,-0.06,0.00,0.00,0.08
7246,-86.12,-179.06,0.75,3.44,-2.50,0.50,-0.19,0.03,-0.05,0.00,0.00,0.08
7255,-86.19,-179.06,0.81,3.56,-3.00,0.56,-0.19,0.03,-0.05,0.00,0.00,0.10
7264,-86.19,-179.06,0.88,3.38,-3.50,0.50,-0.17,0.03,-0.04,0.00,0.00,0.09
7276,-86.25,-179.06,0.88,3.50,-4.00,0.44,-0.15,0.03,-0.05,0.00,0.00,0.12
7287,-86.25,-179.06,0.94,3.56,-4.50,0.50,-0.04,0.04,-0.05,0.00,0.00,0.07
7297,-86.31,-179.06,0.94,3.62,-4.88,0.56,0.00,0.03,-0.07,0.00,0.00,0.05
7308,-86.38,-179.06,1.00,3.56,-5.31,0.62,0.00,0.03,-0.07,0.00,0.00,0.08
7317,-86.44,-179.06,1.00,3.62,-5.38,0.75,0.08,0.04,-0.04,0.00,0.00,0.13
7327,-86.50,-179.06,1.06,3.62,-5.94,0.69,0.18,0.04,-0.08,0.00,0.00,0.04
7337,-86.50,-179.06,1.06,3.75,-5.81,0.62,0.21,0.05,-0.04,0.00,0.00,0.10
7347,-86.56,-179.06,1.12,3.75,-5.88,0.81,0.26,0.05,-0.03,0.00,0.00,0.04
7356,-86.62,-179.06,1.12,3.81,-5.50,0.62,0.26,0.05,-0.03,0.00,0.00,0.05
7365,-86.69,-179.06,1.19,3.88,-5.38,0.81,0.35,0.03,-0.02,0.00,0.00,0.05
7412,-86.88,-179.06,1.38,4.31,-3.88,0.56,0.52,0.04,-0.02,0.00,0.00,0.05
7423,-86.94,-179.06,1.44,4.19,-3.25,0.56,0.54,0.06,-0.04,0.00,0.00,0.05
7433,-86.94,-179.06,1.50,4.50,-2.75,0.50,0.54,0.05,-0.06,0.00,0.00,0.08
7442,-86.94,-179.06,1.50,4.38,-1.81,0.44,0.56,0.04,-0.05,0.00,0.00,0.10
7454,-87.00,-179.06,1.56,4.62,-1.25,0.38,0.56,0.05,-0.07,0.00,0.00,0.05
7462,-87.00,-179.06,1.62,4.69,-0.81,0.38,0.55,0.03,-0.05,0.00,0.00,0.12
7473,-87.00,-179.06,1.69,4.69,-0.06,0.38,0.54,0.07,-0.03,0.00,0.00,0.12
7482,-87.00,-179.06,1.75,4.88,0.62,0.19,0.53,0.06,-0.09,0.00,0.00,0.15
7492,-86.94,-179.06,1.75,4.88,1.25,0.38,0.50,0.05,-0.07,0.00,0.00,0.08
7501,-86.94,-179.06,1.81,4.88,1.81,0.38,0.49,0.06,-0.06,0.00,0.00,0.12
7512,-86.94,-179.06,1.81,5.12,2.75,0.25,0.46,0.07,-0.02,0.00,0.00,0.08
7520,-86.88,-179.06,1.94,5.12,2.75,0.25,0.39,0.07,-0.06,0.00,0.00,0.10
7532,-86.88,-179.06,1.94,5.31,3.25,0.12,0.37,0.08,-0.07,0.00,0.00,0.14
7540,-86.81,-179.06,2.06,5.25,3.81,0.12,0.32,0.07,-0.05,0.00,0.00,0.10
7574,-86.69,-179.12,2.19,5.31,4.44,0.19,0.15,0.09,-0.08,0.00,0.00,0.14
7583,-86.69,-179.12,2.25,5.38,4.56,0.19,0.11,0.10,-0.08,0.00,0.00,0.10
7594,-86.62,-179.12,2.31,5.44,4.56,0.19,0.07,0.07,-0.08,0.00,0.00,0.14
7602,-86.56,-179.12,2.38,5.38,4.19,0.12,-0.01,0.09,-0.08,0.00,0.00,0.13
7610,-86.56,-179.12,2.44,5.38,4.06,0.25,-0.03,0.09,-0.09,0.00,0.00,0.15
7619,-86.56,-179.12,2.44,5.38,4.06,0.25,-0.08,0.09,-0.09,0.00,0.00,0.08
7630,-86.50,-179.12,2.50,5.38,4.06,0.25,-0.09,0.10,-0.08,0.00,0.00,0.18
7640,-86.50,-179.12,2.50,5.56,3.19,0.19,-0.18,0.10,-0.10,0.00,0.00,0.12
7650,-86.44,-179.12,2.56,5.44,2.62,0.25,-0.21,0.09,-0.10,0.00,0.00,0.12
7659,-86.44,-179.12,2.62,5.44,2.62,0.25,-0.22,0.10,-0.10,0.00,0.00,0.10
7667,-86.38,-179.12,2.69,5.50,2.00,0.31,-0.22,0.10,-0.10,0.00,0.00,0.14
7678,-86.38,-179.12,2.75,5.31,1.25,0.25,-0.25,0.11,-0.08,0.00,0.00,0.13
7689,-86.38,-179.12,2.81,5.19,0.81,0.19,-0.25,0.12,-0.10,0.00,0.00,0.04
7701,-86.38,-179.12,2.88,5.19,0.19,0.38,-0.26,0.12,-0.06,0.00,0.00,0.17
7732,-86.44,-179.12,3.06,5.00,-2.50,0.38,-0.23,0.12,-0.15,0.00,0.00,0.12
7742,-86.44,-179.12,3.06,4.94,-2.94,0.50,-0.21,0.11,-0.10,0.00,0.00,0.10
7751,-86.44,-179.12,3.12,4.94,-3.50,0.38,-0.21,0.13,-0.09,0.00,0.00,0.13
7760,-86.50,-179.12,3.19,4.94,-3.50,0.38,-0.21,0.13,-0.09,0.00,0.00,0.12
7768,-86.50,-179.12,3.25,4.88,-4.00,0.50,-0.17,0.10,-0.10,0.00,0.00,0.12
7781,-86.56,-179.19,3.25,4.75,-4.69,0.50,-0.12,0.12,-0.12,0.00,0.00,0.12
7791,-86.62,-179.19,3.31,4.75,-5.44,0.56,-0.03,0.11,-0.12,0.00,0.00,0.12
7804,-86.69,-179.19,3.38,4.62,-5.75,0.62,0.00,0.11,-0.10,0.00,0.00,0.04
7813,-86.75,-179.19,3.50,4.69,-5.75,0.56,0.04,0.12,-0.08,0.00,0.00,0.08
7825,-86.75,-179.19,3.50,4.62,-5.69,0.50,0.08,0.11,-0.09,0.00,0.00,0.05
7834,-86.88,-179.19,3.56,4.62,-5.94,0.56,0.17,0.10,-0.11,0.00,0.00,0.09
7845,-86.94,-179.19,3.62,4.50,-6.00,0.56,0.21,0.10,-0.11,0.00,0.00,0.10
7853,-87.00,-179.19,3.69,4.69,-5.88,0.44,0.24,0.11,-0.11,0.00,0.00,0.17
7867,-87.00,-179.19,3.69,4.50,-5.62,0.56,0.28,0.09,-0.12,0.00,0.00,0.13
7902,-87.19,-179.19,3.88,4.69,-4.69,0.44,0.42,0.11,-0.09,0.00,0.00,0.14
7911,-87.25,-179.19,3.88,4.56,-4.12,0.31,0.45,0.11,-0.09,0.00,0.00,0.08
7920,-87.25,-179.19,3.94,4.69,-3.75,0.31,0.50,0.10,-0.12,0.00,0.00,0.07
7932,-87.31,-179.19,4.00,4.69,-3.06,0.19,0.50,0.10,-0.07,0.00,0.00,0.08
7942,-87.31,-179.19,4.06,4.56,-2.00,0.25,0.55,0.10,-0.10,0.00,0.00,0.13
7954,-87.31,-179.19,4.06,4.56,-2.00,0.25,0.55,0.10,-0.08,0.00,0.00,0.08
7963,-87.38,-179.19,4.12,4.62,-0.81,0.38,0.55,0.11,-0.07,0.00,0.00,0.12
7975,-87.38,-179.19,4.19,4.62,-0.81,0.38,0.55,0.11,-0.07,0.00,0.00,0.10
7984,-87.38,-179.19,4.31,4.75,0.50,0.19,0.54,0.10,-0.13,0.00,0.00,0.05
7996,-87.38,-179.19,4.31,4.75,1.12,0.12,0.51,0.09,-0.11,0.00,0.00,0.07
8004,-87.31,-179.19,4.38,4.75,1.69,0.06,0.49,0.08,-0.11,0.00,0.00,0.13
8015,-87.31,-179.19,4.38,4.75,1.69,0.06,0.47,0.09,-0.08,0.00,0.00,0.12
8024,-87.31,-179.19,4.44,4.88,2.56,0.12,0.39,0.09,-0.13,0.00,0.00,0.10
8034,-87.31,-179.19,4.50,4.75,3.06,0.19,0.37,0.12,-0.12,0.00,0.00,0.14
8066,-87.19,-179.19,4.69,4.69,3.81,0.00,0.25,0.10,-0.09,0.00,0.00,0.14
8075,-87.12,-179.19,4.75,4.62,4.06,0.12,0.19,0.09,-0.12,0.00,0.00,0.14
8087,-87.12,-179.19,4.75,4.69,4.12,0.25,0.14,0.11,-0.14,0.00,0.00,0.15
8095,-87.06,-179.25,4.81,4.56,4.06,-0.06,0.09,0.08,-0.13,0.00,0.00,0.18
8108,-87.00,-179.25,4.88,4.56,4.19,0.06,0.03,0.10,-0.14,0.00,0.00,0.14
8116,-86.94,-179.25,4.88,4.44,4.19,0.06,0.00,0.11,-0.14,0.00,0.00,0.12
8126,-86.94,-179.25,4.94,4.31,3.62,0.06,-0.04,0.10,-0.15,0.00,0.00,0.12
8134,-86.94,-179.25,4.94,4.25,3.44,0.06,-0.06,0.10,-0.16,0.00,0.00,0.13
8143,-86.88,-179.25,5.00,4.12,2.94,0.12,-0.14,0.09,-0.12,0.00,0.00,0.13
8154,-86.88,-179.25,5.06,4.12,2.94,0.12,-0.14,0.10,-0.15,0.00,0.00,0.13
8164,-86.88,-179.25,5.06,4.12,2.50,0.06,-0.14,0.10,-0.15,0.00,0.00,0.08
8172,-86.81,-179.25,5.12,3.94,2.19,0.12,-0.17,0.09,-0.14,0.00,0.00,0.07
8187,-86.81,-179.25,5.19,3.88,1.88,0.19,-0.23,0.09,-0.17,0.00,0.00,0.17
8195,-86.81,-179.25,5.25,3.81,0.56,0.06,-0.24,0.10,-0.14,0.00,0.00,0.09
8230,-86.81,-179.25,5.38,3.56,-0.88,0.31,-0.24,0.10,-0.14,0.00,0.00,0.12
8239,-86.81,-179.25,5.38,3.31,-1.62,0.12,-0.22,0.09,-0.16,0.00,0.00,0.08
8251,-86.81,-179.25,5.44,3.12,-2.12,0.38,-0.23,0.10,-0.12,0.00,0.00,0.12
8260,-86.88,-179.25,5.44,3.06,-2.75,0.38,-0.21,0.07,-0.14,0.00,0.00,0.08
8272,-86.88,-179.25,5.50,3.06,-3.31,0.25,-0.16,0.07,-0.14,0.00,0.00,0.12
8284,-86.94,-179.25,5.50,2.94,-3.75,0.25,-0.12,0.08,-0.16,0.00,0.00,0.13
8299,-87.00,-179.25,5.56,2.88,-4.00,0.19,-0.07,0.09,-0.15,0.00,0.00,0.07
8312,-87.06,-179.25,5.56,2.44,-4.69,0.25,0.00,0.09,-0.17,0.00,0.00,0.10
8323,-87.12,-179.25,5.62,2.56,-5.06,0.31,0.04,0.10,-0.16,0.00,0.00,0.10
8335,-87.12,-179.25,5.62,2.38,-5.00,0.31,0.07,0.09,-0.14,0.00,0.00,0.13
8346,-87.19,-179.25,5.69,2.38,-4.94,0.19,0.18,0.07,-0.14,0.00,0.00,0.08
8356,-87.25,-179.25,5.69,2.19,-5.12,0.25,0.22,0.09,-0.12,0.00,0.00,0.13
8365,-87.31,-179.25,5.69,2.19,-5.12,0.25,0.26,0.07,-0.14,0.00,0.00,0.14
8374,-87.31,-179.25,5.75,2.06,-5.06,0.38,0.26,0.07,-0.14,0.00,0.00,0.14
8406,-87.44,-179.25,5.81,2.00,-3.69,0.19,0.42,0.05,-0.13,0.00,0.00,0.18
8415,-87.50,-179.25,5.81,2.00,-3.69,0.19,0.42,0.05,-0.13,0.00,0.00,0.27
8426,-87.50,-179.25,5.81,1.88,-3.38,0.12,0.46,0.08,-0.13,0.00,0.00,0.23
8437,-87.56,-179.25,5.88,1.81,-2.44,0.25,0.50,0.07,-0.16,0.00,0.00,0.27
8451,-87.56,-179.25,5.88,1.81,-1.81,0.25,0.52,0.09,-0.15,0.00,0.00,0.32
8459,-87.62,-179.25,5.94,1.69,-1.06,-0.06,0.52,0.07,-0.13,0.00,0.00,0.38
8469,-87.62,-179.25,5.94,1.56,-0.44,0.25,0.54,0.07,-0.14,0.00,0.00,0.39
8478,-87.62,-179.25,5.94,1.69,0.12,0.00,0.52,0.08,-0.13,0.00,0.00,0.37
8492,-87.62,-179.25,5.94,1.44,0.81,0.00,0.51,0.07,-0.13,0.00,0.00,0.32
8506,-87.56,-179.25,6.00,1.81,1.50,0.06,0.51,0.09,-0.15,0.00,0.00,0.37
8515,-87.56,-179.25,6.00,1.56,1.88,0.06,0.47,0.08,-0.14,0.00,0.00,0.35
8527,-87.56,-179.25,6.00,1.44,2.25,0.00,0.47,0.10,-0.11,0.00,0.00,0.32
8538,-87.50,-179.25,6.00,1.44,3.25,-0.06,0.38,0.08,-0.16,0.00,0.00,0.24
8550,-87.50,-179.25,6.06,1.19,3.62,-0.19,0.34,0.09,-0.15,0.00,0.00,0.25
8583,-87.31,-179.25,6.06,1.06,4.62,-0.12,0.19,0.08,-0.16,0.00,0.00,0.18
8592,-87.31,-179.25,6.12,1.19,4.31,-0.06,0.16,0.10,-0.16,0.00,0.00,0.12
8602,-87.25,-179.25,6.12,1.06,4.44,-0.19,0.13,0.09,-0.15,0.00,0.00,0.14
8613,-87.19,-179.25,6.12,0.94,4.50,0.00,0.09,0.08,-0.17,0.00,0.00,0.14
8621,-87.19,-179.25,6.12,0.75,4.38,-0.19,0.00,0.10,-0.16,0.00,0.00,0.18
8632,-87.12,-179.25,6.12,0.56,4.12,-0.19,0.00,0.10,-0.17,0.00,0.00,0.14
8640,-87.06,-179.31,6.12,0.62,4.00,-0.12,-0.02,0.10,-0.17,0.00,0.00,0.14
8649,-87.06,-179.31,6.12,0.50,3.88,-0.06,-0.10,0.09,-0.16,0.00,0.00,0.12
8658,-87.06,-179.31,6.12,0.38,3.25,-0.19,-0.14,0.09,-0.16,0.00,0.00,0.07
8667,-87.00,-179.31,6.12,0.38,3.25,-0.19,-0.14,0.09,-0.16,0.00,0.00,0.22
8675,-87.00,-179.31,6.12,0.31,2.88,0.06,-0.15,0.11,-0.16,0.00,0.00,0.15
8686,-87.00,-179.31,6.12,0.31,2.62,-0.19,-0.17,0.10,-0.14,0.00,0.00,0.13
8697,-86.94,-179.31,6.12,0.00,2.06,-0.12,-0.23,0.09,-0.16,0.00,0.00,0.10
8708,-86.94,-179.31,6.12,0.00,1.69,-0.12,-0.21,0.11,-0.16,0.00,0.00,0.14
8741,-86.94,-179.31,6.12,-0.56,-0.75,0.06,-0.23,0.10,-0.18,0.00,0.00,0.12
8749,-86.94,-179.25,6.12,-0.69,-1.38,0.06,-0.20,0.11,-0.16,0.00,0.00,0.10
8759,-86.94,-179.25,6.12,-1.00,-1.75,0.06,-0.18,0.12,-0.17,0.00,0.00,0.08
8767,-86.94,-179.25,6.12,-1.00,-1.75,0.06,-0.18,0.12,-0.17,0.00,0.00,0.15
8775,-87.00,-179.25,6.12,-0.94,-2.12,0.12,-0.15,0.11,-0.15,0.00,0.00,0.10
8789,-87.00,-179.25,6.06,-0.88,-2.62,0.00,-0.14,0.13,-0.17,0.00,0.00,0.12
8799,-87.06,-179.25,6.06,-1.19,-3.44,0.00,-0.07,0.10,-0.17,0.00,0.00,0.12
8813,-87.06,-179.25,6.06,-1.38,-3.69,0.00,0.00,0.14,-0.16,0.00,0.00,0.10
8822,-87.12,-179.25,6.06,-1.56,-3.94,-0.12,0.01,0.13,-0.12,0.00,0.00,0.15
8834,-87.19,-179.25,6.00,-1.56,-3.88,0.06,0.05,0.12,-0.12,0.00,0.00,0.09
8844,-87.19,-179.25,6.00,-1.75,-4.25,-0.12,0.08,0.11,-0.16,0.00,0.00,0.12
8855,-87.25,-179.25,6.00,-1.81,-4.25,0.00,0.16,0.12,-0.15,0.00,0.00,0.15
8863,-87.31,-179.25,6.00,-1.94,-4.38,0.12,0.19,0.12,-0.14,0.00,0.00,0.10
8872,-87.31,-179.25,5.94,-1.94,-4.19,0.12,0.21,0.11,-0.14,0.00,0.00,0.13
8903,-87.44,-179.25,5.88,-2.25,-3.31,0.00,0.37,0.12,-0.13,0.00,0.00,0.10
8912,-87.50,-179.25,5.88,-2.25,-3.06,0.00,0.39,0.12,-0.17,0.00,0.00,0.05
8921,-87.50,-179.25,5.88,-2.06,-3.00,-0.06,0.21,0.06,-0.16,0.00,0.00,0.10
8931,-87.50,-179.25,5.88,-2.06,-3.00,-0.06,0.23,0.10,-0.23,0.00,0.00,0.10
8941,-87.50,-179.25,5.81,-2.19,-2.75,-0.19,0.08,0.04,-0.25,0.00,0.00,0.12
8950,-87.50,-179.25,5.81,-2.19,-2.50,-0.12,0.02,0.07,-0.24,0.00,0.00,0.12
8961,-87.56,-179.25,5.75,-2.19,-2.75,-0.06,0.06,0.06,-0.26,0.00,0.00,0.10
8973,-87.56,-179.25,5.75,-2.19,-2.75,-0.06,0.06,0.06,-0.26,0.00,0.00,0.07
8981,-87.56,-179.25,5.69,-1.81,-3.00,-0.12,0.03,0.07,-0.26,0.00,0.00,0.05
8994,-87.56,-179.25,5.69,-1.69,-3.31,-0.19,0.10,0.08,-0.21,0.00,0.00,0.09
9003,-87.62,-179.25,5.62,-1.62,-3.12,-0.19,0.38,0.07,-0.19,0.00,0.00,0.12
9013,-87.62,-179.25,5.62,-1.56,-2.94,-0.19,0.35,0.07,-0.17,0.00,0.00,0.14
9022,-87.62,-179.25,5.62,-1.38,-2.69,-0.06,0.48,0.06,-0.18,0.00,0.00,0.12
9056,-87.69,-179.25,5.56,-0.88,-0.94,0.00,0.52,0.08,-0.17,0.00,0.00,0.13
9065,-87.69,-179.25,5.56,-0.81,-0.19,0.12,0.64,0.08,-0.15,0.00,0.00,0.07
9076,-87.69,-179.25,5.56,-0.75,0.50,0.12,0.64,0.09,-0.17,0.00,0.00,0.09
9085,-87.69,-179.19,5.56,-0.75,1.19,0.06,0.53,0.09,-0.14,0.00,0.00,0.14
9095,-87.62,-179.19,5.56,-0.56,1.62,0.12,0.65,0.10,-0.16,0.00,0.00,0.14
9103,-87.62,-179.19,5.56,-0.50,2.38,0.00,0.59,0.07,-0.18,0.00,0.00,0.09
9113,-87.62,-179.19,5.56,-0.25,3.00,-0.25,0.47,0.09,-0.13,0.00,0.00,0.15
9123,-87.56,-179.19,5.56,-0.25,3.00,-0.25,0.50,0.07,-0.15,0.00,0.00,0.14
9132,-87.50,-179.19,5.56,-0.06,4.44,-0.44,0.49,0.04,-0.18,0.00,0.00,0.08
9144,-87.50,-179.19,5.50,-0.06,4.44,-0.44,0.34,0.02,-0.20,0.00,0.00,0.09
9153,-87.38,-179.19,5.50,0.31,5.12,-0.50,0.35,0.03,-0.15,0.00,0.00,0.18
9165,-87.38,-179.19,5.50,0.38,5.44,-0.38,0.46,0.00,-0.17,0.00,0.00,0.10
9174,-87.25,-179.19,5.56,0.88,5.75,-0.19,0.33,-0.04,-0.16,0.00,0.00,0.09
9183,-87.25,-179.19,5.56,1.06,5.94,-0.12,0.31,-0.04,-0.15,0.00,0.00,0.12
9214,-87.00,-179.19,5.62,2.12,7.12,0.12,0.25,-0.10,-0.13,0.00,0.00,0.12
9225,-87.00,-179.19,5.62,2.12,7.12,0.12,0.29,-0.13,-0.13,0.00,0.00,0.08
9233,-86.81,-179.19,5.69,2.81,7.44,0.06,0.24,-0.16,-0.13,0.00,0.00,0.09
9243,-86.81,-179.19,5.69,3.12,7.38,-0.06,0.08,-0.15,-0.15,0.00,0.00,0.09
9253,-86.75,-179.25,5.69,3.56,7.50,-0.12,0.05,-0.17,-0.16,0.00,0.00,0.09
9263,-86.69,-179.25,5.75,4.12,7.44,-0.19,0.00,-0.15,-0.16,0.00,0.00,0.10
9272,-86.62,-179.25,5.81,4.12,7.44,-0.19,0.00,-0.15,-0.16,0.00,0.00,0.07
9280,-86.56,-179.25,5.81,4.44,6.88,-0.31,-0.14,-0.16,-0.15,0.00,0.00,0.07
9292,-86.50,-179.25,5.88,5.00,6.44,-0.31,-0.34,-0.17,-0.19,0.00,0.00,0.09
9305,-86.44,-179.25,5.94,5.44,5.69,-0.12,-0.51,-0.17,-0.23,0.00,0.00,0.13
9314,-86.38,-179.25,6.00,6.31,3.88,-0.06,-0.55,-0.15,-0.23,0.00,0.00,0.12
9326,-86.38,-179.25,6.06,6.31,3.88,-0.06,-0.55,-0.10,-0.22,0.00,0.00,0.12
9335,-86.31,-179.25,6.19,7.12,1.81,0.19,-0.59,-0.14,-0.23,0.00,0.00,0.12
9347,-86.31,-179.25,6.19,7.50,0.56,0.50,-0.64,-0.17,-0.25,0.00,0.00,0.14
9378,-86.31,-179.31,6.56,8.56,-3.25,0.88,-0.57,-0.13,-0.22,0.00,0.00,0.90
9387,-86.38,-179.31,6.62,8.94,-4.12,0.94,-0.47,-0.12,-0.22,0.00,0.00,1.28
9395,-86.38,-179.31,6.75,9.44,-5.25,0.75,-0.30,-0.15,-0.20,0.00,0.00,1.42
9404,-86.38,-179.31,6.75,9.81,-5.69,0.94,-0.22,-0.13,-0.18,0.00,0.00,1.47
9416,-86.44,-179.31,6.81,9.81,-5.69,0.94,-0.14,-0.16,-0.18,0.00,0.00,1.49
9424,-86.50,-179.31,6.94,10.56,-6.88,0.94,-0.01,-0.19,-0.18,0.00,0.00,1.49
9433,-86.56,-179.31,7.06,10.56,-6.88,0.94,-0.01,-0.19,-0.18,0.00,0.00,1.47
9443,-86.62,-179.31,7.12,11.00,-7.25,0.88,0.23,-0.17,-0.16,0.00,0.00,1.48
9456,-86.69,-179.31,7.25,11.19,-7.19,0.75,0.31,-0.21,-0.18,0.00,0.00,1.49
9464,-86.75,-179.25,7.38,12.12,-6.69,0.94,0.37,-0.21,-0.17,0.00,0.00,1.48
9475,-86.81,-179.25,7.50,12.12,-6.69,0.94,0.37,-0.21,-0.17,0.00,0.00,1.49
9483,-86.88,-179.25,7.56,12.62,-6.56,1.19,0.43,-0.20,-0.12,0.00,0.00,1.49
9493,-86.94,-179.25,7.69,13.00,-6.00,1.12,0.48,-0.23,-0.19,0.00,0.00,1.48
9504,-87.00,-179.25,7.81,13.44,-5.50,1.12,0.41,-0.24,-0.17,0.00,0.00,1.41
9536,-87.12,-179.25,8.25,15.31,-3.75,1.38,0.44,-0.29,-0.21,0.00,0.00,1.36
9545,-87.12,-179.31,8.44,15.94,-3.25,1.25,0.47,-0.27,-0.19,0.00,0.00,1.31
9556,-87.19,-179.31,8.62,15.94,-3.25,1.25,0.54,-0.27,-0.17,0.00,0.00,1.15
9566,-87.19,-179.31,8.81,17.00,-1.94,1.19,0.51,-0.27,-0.19,0.00,0.00,1.10
9575,-87.19,-179.31,8.94,17.00,-1.94,1.19,0.47,-0.26,-0.18,0.00,0.00,1.04
9583,-87.19,-179.38,9.12,17.38,-1.62,1.25,0.47,-0.26,-0.18,0.00,0.00,1.03
9594,-87.19,-179.38,9.31,17.50,-1.25,1.19,0.45,-0.26,-0.20,0.00,0.00,0.97
9608,-87.19,-179.38,9.56,18.12,-0.69,1.12,0.17,-0.24,-0.25,0.00,0.00,0.74
9617,-87.12,-179.44,9.94,18.94,0.00,1.12,0.19,-0.26,-0.25,0.00,0.00,0.68
9628,-87.12,-179.44,9.94,18.94,0.00,1.12,0.00,-0.27,-0.27,0.00,0.00,0.65
9636,-87.12,-179.44,10.12,19.75,-0.38,1.25,-0.01,-0.25,-0.29,0.00,0.00,0.68
9646,-87.12,-179.44,10.31,20.19,-0.50,1.25,0.02,-0.25,-0.31,0.00,0.00,0.65
9655,-87.12,-179.44,10.50,20.19,-0.50,1.25,-0.01,-0.25,-0.32,0.00,0.00,0.56
